"","install_date","app_name","user_id","gender","generation","device_type"
"78","2013-04-16","game-01",78,"M",20,"iOS"
"79","2013-04-16","game-01",79,"M",20,"iOS"
"80","2013-04-16","game-01",80,"F",30,"iOS"
"81","2013-04-16","game-01",81,"M",30,"iOS"
"82","2013-04-16","game-01",82,"M",40,"Android"
"83","2013-04-16","game-01",83,"F",30,"iOS"
"84","2013-04-16","game-01",84,"F",20,"Android"
"85","2013-04-16","game-01",85,"M",30,"iOS"
"86","2013-04-16","game-01",86,"M",50,"Android"
"87","2013-04-16","game-01",87,"F",20,"iOS"
"88","2013-04-16","game-01",88,"F",30,"Android"
"89","2013-04-16","game-01",89,"M",10,"Android"
"90","2013-04-16","game-01",90,"F",10,"Android"
"91","2013-04-16","game-01",91,"M",30,"iOS"
"92","2013-04-16","game-01",92,"M",20,"Android"
"93","2013-04-16","game-01",93,"F",10,"Android"
"94","2013-04-16","game-01",94,"M",10,"Android"
"95","2013-04-16","game-01",95,"F",30,"iOS"
"96","2013-04-16","game-01",96,"M",30,"iOS"
"97","2013-04-16","game-01",97,"M",20,"Android"
"98","2013-04-16","game-01",98,"F",30,"iOS"
"99","2013-04-16","game-01",99,"M",30,"Android"
"100","2013-04-16","game-01",100,"M",20,"iOS"
"101","2013-04-16","game-01",101,"M",20,"iOS"
"102","2013-04-16","game-01",102,"F",30,"Android"
"103","2013-04-16","game-01",103,"F",20,"iOS"
"104","2013-04-16","game-01",104,"M",30,"iOS"
"105","2013-04-16","game-01",105,"M",30,"Android"
"106","2013-04-16","game-01",106,"F",10,"iOS"
"107","2013-04-16","game-01",107,"F",10,"Android"
"108","2013-04-16","game-01",108,"M",10,"Android"
"109","2013-04-16","game-01",109,"F",20,"iOS"
"110","2013-04-16","game-01",110,"F",20,"Android"
"111","2013-04-16","game-01",111,"F",40,"iOS"
"112","2013-04-16","game-01",112,"F",10,"Android"
"113","2013-04-16","game-01",113,"F",20,"iOS"
"114","2013-04-16","game-01",114,"M",20,"iOS"
"115","2013-04-16","game-01",115,"F",30,"Android"
"116","2013-04-17","game-01",116,"F",30,"Android"
"117","2013-04-17","game-01",117,"F",20,"iOS"
"118","2013-04-17","game-01",118,"F",20,"iOS"
"119","2013-04-17","game-01",119,"M",20,"iOS"
"120","2013-04-17","game-01",120,"F",30,"iOS"
"121","2013-04-17","game-01",121,"F",20,"iOS"
"122","2013-04-17","game-01",122,"F",10,"Android"
"123","2013-04-17","game-01",123,"F",20,"iOS"
"124","2013-04-17","game-01",124,"F",30,"Android"
"125","2013-04-17","game-01",125,"F",10,"Android"
"126","2013-04-17","game-01",126,"F",20,"iOS"
"127","2013-04-17","game-01",127,"F",20,"Android"
"128","2013-04-17","game-01",128,"F",30,"iOS"
"129","2013-04-17","game-01",129,"M",30,"Android"
"130","2013-04-17","game-01",130,"F",20,"iOS"
"131","2013-04-17","game-01",131,"F",10,"Android"
"132","2013-04-17","game-01",132,"F",30,"Android"
"133","2013-04-17","game-01",133,"F",50,"iOS"
"134","2013-04-17","game-01",134,"F",20,"iOS"
"135","2013-04-17","game-01",135,"M",10,"Android"
"136","2013-04-17","game-01",136,"F",10,"Android"
"137","2013-04-17","game-01",137,"F",30,"Android"
"138","2013-04-17","game-01",138,"F",20,"iOS"
"139","2013-04-17","game-01",139,"F",20,"Android"
"140","2013-04-17","game-01",140,"M",20,"Android"
"141","2013-04-17","game-01",141,"F",10,"iOS"
"142","2013-04-17","game-01",142,"F",20,"iOS"
"143","2013-04-17","game-01",143,"M",30,"Android"
"144","2013-04-17","game-01",144,"M",30,"iOS"
"145","2013-04-17","game-01",145,"F",10,"iOS"
"146","2013-04-17","game-01",146,"F",30,"Android"
"147","2013-04-17","game-01",147,"M",30,"Android"
"148","2013-04-17","game-01",148,"F",20,"iOS"
"149","2013-04-17","game-01",149,"F",30,"Android"
"150","2013-04-17","game-01",150,"F",50,"iOS"
"151","2013-04-17","game-01",151,"M",30,"iOS"
"152","2013-04-17","game-01",152,"F",10,"Android"
"153","2013-04-17","game-01",153,"M",10,"iOS"
"154","2013-04-17","game-01",154,"M",20,"iOS"
"155","2013-04-17","game-01",155,"F",40,"Android"
"156","2013-04-17","game-01",156,"M",40,"iOS"
"157","2013-04-17","game-01",157,"F",30,"iOS"
"158","2013-04-17","game-01",158,"M",10,"iOS"
"159","2013-04-17","game-01",159,"M",30,"iOS"
"160","2013-04-17","game-01",160,"F",10,"Android"
"161","2013-04-17","game-01",161,"M",20,"iOS"
"162","2013-04-17","game-01",162,"M",30,"iOS"
"163","2013-04-17","game-01",163,"F",30,"Android"
"164","2013-04-17","game-01",164,"M",30,"Android"
"165","2013-04-17","game-01",165,"M",20,"Android"
"166","2013-04-17","game-01",166,"M",30,"iOS"
"167","2013-04-17","game-01",167,"F",40,"Android"
"168","2013-04-17","game-01",168,"F",20,"Android"
"169","2013-04-17","game-01",169,"M",10,"iOS"
"170","2013-04-17","game-01",170,"F",20,"iOS"
"171","2013-04-17","game-01",171,"F",10,"iOS"
"172","2013-04-17","game-01",172,"F",20,"Android"
"173","2013-04-17","game-01",173,"M",20,"Android"
"174","2013-04-17","game-01",174,"F",10,"iOS"
"175","2013-04-17","game-01",175,"F",10,"iOS"
"176","2013-04-17","game-01",176,"F",40,"Android"
"177","2013-04-17","game-01",177,"F",30,"Android"
"178","2013-04-17","game-01",178,"M",30,"iOS"
"179","2013-04-17","game-01",179,"F",20,"iOS"
"180","2013-04-17","game-01",180,"M",10,"Android"
"181","2013-04-17","game-01",181,"F",30,"Android"
"182","2013-04-17","game-01",182,"F",40,"iOS"
"183","2013-04-17","game-01",183,"F",40,"iOS"
"184","2013-04-17","game-01",184,"F",50,"iOS"
"185","2013-04-17","game-01",185,"M",30,"iOS"
"186","2013-04-17","game-01",186,"F",10,"Android"
"187","2013-04-17","game-01",187,"F",30,"iOS"
"188","2013-04-17","game-01",188,"M",20,"Android"
"189","2013-04-17","game-01",189,"M",20,"Android"
"190","2013-04-17","game-01",190,"F",20,"Android"
"191","2013-04-17","game-01",191,"F",20,"Android"
"192","2013-04-17","game-01",192,"F",40,"Android"
"193","2013-04-17","game-01",193,"F",20,"iOS"
"194","2013-04-17","game-01",194,"M",40,"Android"
"195","2013-04-17","game-01",195,"F",20,"iOS"
"196","2013-04-17","game-01",196,"F",30,"Android"
"197","2013-04-17","game-01",197,"M",20,"iOS"
"198","2013-04-17","game-01",198,"M",40,"Android"
"199","2013-04-17","game-01",199,"M",20,"iOS"
"200","2013-04-17","game-01",200,"F",20,"Android"
"201","2013-04-17","game-01",201,"F",20,"Android"
"202","2013-04-17","game-01",202,"F",30,"iOS"
"203","2013-04-17","game-01",203,"F",20,"iOS"
"204","2013-04-17","game-01",204,"F",20,"iOS"
"205","2013-04-17","game-01",205,"M",20,"iOS"
"206","2013-04-17","game-01",206,"F",40,"Android"
"207","2013-04-17","game-01",207,"F",10,"Android"
"208","2013-04-17","game-01",208,"M",10,"Android"
"209","2013-04-17","game-01",209,"M",20,"iOS"
"210","2013-04-17","game-01",210,"F",30,"Android"
"211","2013-04-17","game-01",211,"M",30,"iOS"
"212","2013-04-17","game-01",212,"M",20,"Android"
"213","2013-04-17","game-01",213,"M",20,"iOS"
"214","2013-04-17","game-01",214,"M",40,"iOS"
"215","2013-04-17","game-01",215,"M",20,"iOS"
"216","2013-04-17","game-01",216,"F",30,"Android"
"217","2013-04-17","game-01",217,"M",10,"iOS"
"218","2013-04-17","game-01",218,"M",30,"iOS"
"219","2013-04-17","game-01",219,"M",30,"Android"
"220","2013-04-17","game-01",220,"M",10,"Android"
"221","2013-04-17","game-01",221,"M",20,"iOS"
"222","2013-04-17","game-01",222,"F",10,"iOS"
"223","2013-04-17","game-01",223,"M",20,"iOS"
"224","2013-04-17","game-01",224,"M",30,"iOS"
"225","2013-04-17","game-01",225,"F",30,"iOS"
"226","2013-04-17","game-01",226,"M",40,"iOS"
"227","2013-04-17","game-01",227,"F",40,"Android"
"228","2013-04-17","game-01",228,"M",30,"iOS"
"229","2013-04-17","game-01",229,"F",20,"iOS"
"230","2013-04-17","game-01",230,"M",40,"Android"
"231","2013-04-17","game-01",231,"F",50,"Android"
"232","2013-04-17","game-01",232,"M",40,"iOS"
"233","2013-04-17","game-01",233,"F",30,"Android"
"234","2013-04-17","game-01",234,"F",10,"Android"
"235","2013-04-17","game-01",235,"M",30,"Android"
"236","2013-04-17","game-01",236,"M",30,"Android"
"237","2013-04-17","game-01",237,"M",10,"iOS"
"238","2013-04-17","game-01",238,"F",10,"Android"
"239","2013-04-17","game-01",239,"M",30,"Android"
"240","2013-04-17","game-01",240,"M",50,"iOS"
"241","2013-04-17","game-01",241,"F",30,"Android"
"242","2013-04-17","game-01",242,"F",20,"iOS"
"243","2013-04-17","game-01",243,"M",20,"Android"
"244","2013-04-17","game-01",244,"M",10,"iOS"
"245","2013-04-17","game-01",245,"F",20,"iOS"
"246","2013-04-17","game-01",246,"M",20,"iOS"
"247","2013-04-17","game-01",247,"M",20,"iOS"
"248","2013-04-17","game-01",248,"M",30,"Android"
"249","2013-04-17","game-01",249,"F",20,"iOS"
"250","2013-04-17","game-01",250,"F",30,"iOS"
"251","2013-04-17","game-01",251,"M",10,"Android"
"252","2013-04-17","game-01",252,"M",30,"Android"
"253","2013-04-17","game-01",253,"F",40,"iOS"
"254","2013-04-17","game-01",254,"F",30,"Android"
"255","2013-04-17","game-01",255,"M",20,"iOS"
"256","2013-04-17","game-01",256,"M",20,"Android"
"257","2013-04-17","game-01",257,"M",50,"iOS"
"258","2013-04-17","game-01",258,"M",30,"Android"
"259","2013-04-17","game-01",259,"F",10,"Android"
"260","2013-04-17","game-01",260,"M",20,"iOS"
"261","2013-04-17","game-01",261,"F",30,"iOS"
"262","2013-04-17","game-01",262,"F",20,"Android"
"263","2013-04-17","game-01",263,"F",30,"iOS"
"264","2013-04-17","game-01",264,"M",30,"Android"
"265","2013-04-17","game-01",265,"F",30,"iOS"
"266","2013-04-17","game-01",266,"M",30,"iOS"
"267","2013-04-17","game-01",267,"M",10,"iOS"
"268","2013-04-17","game-01",268,"M",10,"Android"
"269","2013-04-17","game-01",269,"F",20,"iOS"
"270","2013-04-17","game-01",270,"F",40,"Android"
"271","2013-04-17","game-01",271,"M",30,"iOS"
"272","2013-04-17","game-01",272,"F",20,"iOS"
"273","2013-04-17","game-01",273,"F",10,"Android"
"274","2013-04-17","game-01",274,"F",50,"Android"
"275","2013-04-17","game-01",275,"F",30,"iOS"
"276","2013-04-17","game-01",276,"M",10,"Android"
"277","2013-04-17","game-01",277,"M",20,"iOS"
"278","2013-04-17","game-01",278,"M",30,"Android"
"279","2013-04-17","game-01",279,"M",30,"iOS"
"280","2013-04-17","game-01",280,"M",20,"iOS"
"281","2013-04-17","game-01",281,"M",10,"Android"
"282","2013-04-17","game-01",282,"M",20,"Android"
"283","2013-04-17","game-01",283,"F",20,"Android"
"284","2013-04-17","game-01",284,"M",30,"iOS"
"285","2013-04-17","game-01",285,"F",30,"Android"
"286","2013-04-17","game-01",286,"M",20,"Android"
"287","2013-04-17","game-01",287,"M",20,"iOS"
"288","2013-04-17","game-01",288,"M",30,"iOS"
"289","2013-04-17","game-01",289,"M",20,"iOS"
"290","2013-04-17","game-01",290,"M",30,"iOS"
"291","2013-04-17","game-01",291,"F",20,"iOS"
"292","2013-04-17","game-01",292,"F",10,"Android"
"293","2013-04-17","game-01",293,"F",30,"iOS"
"294","2013-04-17","game-01",294,"M",30,"Android"
"295","2013-04-17","game-01",295,"M",30,"Android"
"296","2013-04-17","game-01",296,"F",30,"iOS"
"297","2013-04-17","game-01",297,"M",30,"Android"
"298","2013-04-17","game-01",298,"M",30,"iOS"
"299","2013-04-17","game-01",299,"F",20,"iOS"
"300","2013-04-17","game-01",300,"F",20,"iOS"
"301","2013-04-17","game-01",301,"M",30,"iOS"
"302","2013-04-17","game-01",302,"F",30,"Android"
"303","2013-04-17","game-01",303,"M",10,"Android"
"304","2013-04-17","game-01",304,"M",30,"iOS"
"305","2013-04-17","game-01",305,"F",40,"iOS"
"306","2013-04-17","game-01",306,"F",20,"Android"
"307","2013-04-17","game-01",307,"F",20,"Android"
"308","2013-04-17","game-01",308,"F",10,"Android"
"309","2013-04-17","game-01",309,"M",10,"Android"
"310","2013-04-17","game-01",310,"M",30,"Android"
"311","2013-04-17","game-01",311,"M",10,"iOS"
"312","2013-04-17","game-01",312,"M",40,"iOS"
"313","2013-04-17","game-01",313,"F",30,"iOS"
"314","2013-04-17","game-01",314,"F",30,"iOS"
"315","2013-04-17","game-01",315,"F",30,"Android"
"316","2013-04-17","game-01",316,"F",10,"iOS"
"317","2013-04-17","game-01",317,"M",10,"iOS"
"318","2013-04-17","game-01",318,"F",30,"Android"
"319","2013-04-17","game-01",319,"M",30,"Android"
"320","2013-04-17","game-01",320,"F",20,"iOS"
"321","2013-04-17","game-01",321,"M",30,"Android"
"322","2013-04-17","game-01",322,"M",20,"Android"
"323","2013-04-17","game-01",323,"F",30,"Android"
"324","2013-04-17","game-01",324,"F",50,"Android"
"325","2013-04-17","game-01",325,"M",30,"Android"
"326","2013-04-17","game-01",326,"F",30,"Android"
"327","2013-04-17","game-01",327,"M",20,"iOS"
"328","2013-04-17","game-01",328,"M",20,"Android"
"329","2013-04-17","game-01",329,"M",30,"iOS"
"330","2013-04-17","game-01",330,"M",20,"Android"
"331","2013-04-17","game-01",331,"F",30,"iOS"
"332","2013-04-17","game-01",332,"M",30,"iOS"
"333","2013-04-17","game-01",333,"F",10,"iOS"
"334","2013-04-17","game-01",334,"F",30,"Android"
"335","2013-04-17","game-01",335,"M",20,"iOS"
"336","2013-04-17","game-01",336,"M",30,"iOS"
"337","2013-04-17","game-01",337,"M",20,"iOS"
"338","2013-04-17","game-01",338,"F",20,"iOS"
"339","2013-04-17","game-01",339,"F",50,"iOS"
"340","2013-04-17","game-01",340,"M",30,"iOS"
"341","2013-04-17","game-01",341,"F",40,"Android"
"342","2013-04-17","game-01",342,"F",30,"iOS"
"343","2013-04-17","game-01",343,"M",30,"Android"
"344","2013-04-17","game-01",344,"M",30,"Android"
"345","2013-04-17","game-01",345,"M",10,"iOS"
"346","2013-04-18","game-01",346,"F",30,"iOS"
"347","2013-04-18","game-01",347,"F",30,"Android"
"348","2013-04-18","game-01",348,"M",20,"iOS"
"349","2013-04-18","game-01",349,"F",20,"iOS"
"350","2013-04-18","game-01",350,"M",30,"iOS"
"351","2013-04-18","game-01",351,"F",40,"iOS"
"352","2013-04-18","game-01",352,"M",20,"iOS"
"353","2013-04-18","game-01",353,"M",40,"Android"
"354","2013-04-18","game-01",354,"F",10,"iOS"
"355","2013-04-18","game-01",355,"F",20,"Android"
"356","2013-04-18","game-01",356,"M",10,"Android"
"357","2013-04-18","game-01",357,"M",40,"iOS"
"358","2013-04-18","game-01",358,"M",10,"iOS"
"359","2013-04-18","game-01",359,"M",30,"iOS"
"360","2013-04-18","game-01",360,"F",10,"Android"
"361","2013-04-18","game-01",361,"F",20,"Android"
"362","2013-04-18","game-01",362,"F",20,"Android"
"363","2013-04-18","game-01",363,"M",30,"Android"
"364","2013-04-18","game-01",364,"F",50,"Android"
"365","2013-04-18","game-01",365,"F",30,"Android"
"366","2013-04-18","game-01",366,"M",20,"Android"
"367","2013-04-18","game-01",367,"F",20,"iOS"
"368","2013-04-18","game-01",368,"M",10,"iOS"
"369","2013-04-18","game-01",369,"F",30,"Android"
"370","2013-04-18","game-01",370,"F",20,"iOS"
"371","2013-04-18","game-01",371,"F",20,"iOS"
"372","2013-04-18","game-01",372,"M",20,"iOS"
"373","2013-04-18","game-01",373,"F",20,"Android"
"374","2013-04-18","game-01",374,"M",20,"iOS"
"375","2013-04-18","game-01",375,"F",40,"iOS"
"376","2013-04-18","game-01",376,"M",20,"Android"
"377","2013-04-18","game-01",377,"M",40,"Android"
"378","2013-04-18","game-01",378,"M",20,"iOS"
"379","2013-04-18","game-01",379,"M",20,"Android"
"380","2013-04-18","game-01",380,"M",10,"Android"
"381","2013-04-18","game-01",381,"F",40,"iOS"
"382","2013-04-18","game-01",382,"M",30,"iOS"
"383","2013-04-18","game-01",383,"M",40,"Android"
"384","2013-04-18","game-01",384,"F",30,"iOS"
"385","2013-04-18","game-01",385,"F",20,"Android"
"386","2013-04-18","game-01",386,"F",10,"Android"
"387","2013-04-18","game-01",387,"F",20,"Android"
"388","2013-04-18","game-01",388,"F",50,"iOS"
"389","2013-04-18","game-01",389,"M",30,"iOS"
"390","2013-04-18","game-01",390,"F",30,"Android"
"391","2013-04-18","game-01",391,"F",30,"iOS"
"392","2013-04-18","game-01",392,"M",20,"Android"
"393","2013-04-18","game-01",393,"F",10,"iOS"
"394","2013-04-18","game-01",394,"M",30,"iOS"
"395","2013-04-18","game-01",395,"M",10,"Android"
"396","2013-04-18","game-01",396,"M",40,"iOS"
"397","2013-04-18","game-01",397,"M",20,"Android"
"398","2013-04-18","game-01",398,"M",30,"Android"
"399","2013-04-18","game-01",399,"M",20,"Android"
"400","2013-04-18","game-01",400,"M",10,"iOS"
"401","2013-04-18","game-01",401,"F",10,"Android"
"402","2013-04-18","game-01",402,"M",50,"Android"
"403","2013-04-18","game-01",403,"M",20,"iOS"
"404","2013-04-18","game-01",404,"F",50,"Android"
"405","2013-04-18","game-01",405,"M",10,"Android"
"406","2013-04-18","game-01",406,"F",10,"Android"
"407","2013-04-18","game-01",407,"M",20,"Android"
"408","2013-04-18","game-01",408,"M",40,"Android"
"409","2013-04-18","game-01",409,"M",30,"iOS"
"410","2013-04-18","game-01",410,"F",30,"iOS"
"411","2013-04-18","game-01",411,"M",30,"iOS"
"412","2013-04-18","game-01",412,"F",30,"Android"
"413","2013-04-18","game-01",413,"M",20,"iOS"
"414","2013-04-18","game-01",414,"F",10,"iOS"
"415","2013-04-18","game-01",415,"F",20,"iOS"
"416","2013-04-18","game-01",416,"M",20,"iOS"
"417","2013-04-18","game-01",417,"M",20,"Android"
"418","2013-04-18","game-01",418,"F",40,"Android"
"419","2013-04-18","game-01",419,"M",40,"iOS"
"420","2013-04-18","game-01",420,"M",50,"Android"
"421","2013-04-18","game-01",421,"F",30,"Android"
"422","2013-04-18","game-01",422,"M",20,"iOS"
"423","2013-04-18","game-01",423,"M",30,"iOS"
"424","2013-04-18","game-01",424,"F",20,"iOS"
"425","2013-04-18","game-01",425,"M",10,"Android"
"426","2013-04-18","game-01",426,"M",20,"iOS"
"427","2013-04-18","game-01",427,"M",40,"iOS"
"428","2013-04-18","game-01",428,"F",10,"Android"
"429","2013-04-18","game-01",429,"F",20,"Android"
"430","2013-04-18","game-01",430,"M",30,"Android"
"431","2013-04-18","game-01",431,"F",30,"iOS"
"432","2013-04-18","game-01",432,"M",30,"iOS"
"433","2013-04-18","game-01",433,"F",20,"Android"
"434","2013-04-18","game-01",434,"M",50,"Android"
"435","2013-04-18","game-01",435,"M",30,"Android"
"436","2013-04-18","game-01",436,"F",40,"iOS"
"437","2013-04-18","game-01",437,"M",30,"Android"
"438","2013-04-18","game-01",438,"M",20,"iOS"
"439","2013-04-18","game-01",439,"F",10,"iOS"
"440","2013-04-18","game-01",440,"M",10,"Android"
"441","2013-04-18","game-01",441,"F",30,"Android"
"442","2013-04-18","game-01",442,"M",20,"iOS"
"443","2013-04-18","game-01",443,"F",40,"Android"
"444","2013-04-18","game-01",444,"M",10,"iOS"
"445","2013-04-18","game-01",445,"F",10,"Android"
"446","2013-04-18","game-01",446,"M",30,"Android"
"447","2013-04-18","game-01",447,"F",10,"Android"
"448","2013-04-18","game-01",448,"M",10,"iOS"
"449","2013-04-18","game-01",449,"M",20,"iOS"
"450","2013-04-18","game-01",450,"F",30,"Android"
"451","2013-04-18","game-01",451,"F",30,"Android"
"452","2013-04-18","game-01",452,"F",30,"iOS"
"453","2013-04-18","game-01",453,"M",20,"iOS"
"454","2013-04-18","game-01",454,"F",20,"iOS"
"455","2013-04-18","game-01",455,"F",30,"iOS"
"456","2013-04-18","game-01",456,"F",10,"iOS"
"457","2013-04-18","game-01",457,"M",10,"iOS"
"458","2013-04-18","game-01",458,"F",20,"Android"
"459","2013-04-18","game-01",459,"F",20,"Android"
"460","2013-04-18","game-01",460,"M",20,"iOS"
"461","2013-04-18","game-01",461,"M",10,"iOS"
"462","2013-04-18","game-01",462,"F",30,"iOS"
"463","2013-04-18","game-01",463,"M",30,"iOS"
"464","2013-04-18","game-01",464,"M",30,"Android"
"465","2013-04-18","game-01",465,"M",20,"iOS"
"466","2013-04-18","game-01",466,"M",10,"Android"
"467","2013-04-18","game-01",467,"F",10,"iOS"
"468","2013-04-18","game-01",468,"M",20,"iOS"
"469","2013-04-18","game-01",469,"M",30,"Android"
"470","2013-04-18","game-01",470,"M",30,"Android"
"471","2013-04-18","game-01",471,"M",50,"iOS"
"472","2013-04-18","game-01",472,"M",30,"Android"
"473","2013-04-18","game-01",473,"F",40,"iOS"
"474","2013-04-18","game-01",474,"M",20,"iOS"
"475","2013-04-18","game-01",475,"M",30,"Android"
"476","2013-04-18","game-01",476,"F",10,"Android"
"477","2013-04-18","game-01",477,"F",20,"Android"
"478","2013-04-18","game-01",478,"M",20,"iOS"
"479","2013-04-18","game-01",479,"F",30,"Android"
"480","2013-04-18","game-01",480,"M",20,"Android"
"481","2013-04-18","game-01",481,"M",10,"Android"
"482","2013-04-18","game-01",482,"M",20,"Android"
"483","2013-04-18","game-01",483,"M",10,"Android"
"484","2013-04-18","game-01",484,"F",30,"iOS"
"485","2013-04-18","game-01",485,"F",10,"iOS"
"486","2013-04-18","game-01",486,"F",20,"iOS"
"487","2013-04-18","game-01",487,"M",10,"Android"
"488","2013-04-18","game-01",488,"M",20,"iOS"
"489","2013-04-18","game-01",489,"F",30,"Android"
"490","2013-04-18","game-01",490,"F",30,"Android"
"491","2013-04-18","game-01",491,"F",10,"iOS"
"492","2013-04-18","game-01",492,"F",20,"Android"
"493","2013-04-18","game-01",493,"M",30,"Android"
"494","2013-04-18","game-01",494,"F",40,"iOS"
"495","2013-04-18","game-01",495,"F",40,"iOS"
"496","2013-04-18","game-01",496,"M",20,"iOS"
"497","2013-04-18","game-01",497,"F",30,"Android"
"498","2013-04-18","game-01",498,"M",10,"iOS"
"499","2013-04-18","game-01",499,"M",30,"iOS"
"500","2013-04-18","game-01",500,"M",10,"iOS"
"501","2013-04-18","game-01",501,"M",30,"iOS"
"502","2013-04-18","game-01",502,"M",20,"Android"
"503","2013-04-18","game-01",503,"M",20,"iOS"
"504","2013-04-18","game-01",504,"F",40,"Android"
"505","2013-04-18","game-01",505,"F",30,"iOS"
"506","2013-04-18","game-01",506,"F",20,"iOS"
"507","2013-04-18","game-01",507,"M",40,"Android"
"508","2013-04-18","game-01",508,"M",20,"Android"
"509","2013-04-18","game-01",509,"M",10,"iOS"
"510","2013-04-18","game-01",510,"F",30,"Android"
"511","2013-04-18","game-01",511,"F",20,"Android"
"512","2013-04-18","game-01",512,"M",30,"Android"
"513","2013-04-18","game-01",513,"M",30,"Android"
"514","2013-04-18","game-01",514,"M",20,"iOS"
"515","2013-04-18","game-01",515,"F",20,"Android"
"516","2013-04-18","game-01",516,"F",40,"iOS"
"517","2013-04-18","game-01",517,"M",30,"Android"
"518","2013-04-18","game-01",518,"F",20,"Android"
"519","2013-04-18","game-01",519,"F",50,"iOS"
"520","2013-04-18","game-01",520,"F",20,"Android"
"521","2013-04-18","game-01",521,"M",10,"iOS"
"522","2013-04-18","game-01",522,"M",30,"Android"
"523","2013-04-18","game-01",523,"F",20,"Android"
"524","2013-04-18","game-01",524,"M",30,"Android"
"525","2013-04-18","game-01",525,"M",30,"Android"
"526","2013-04-18","game-01",526,"M",30,"Android"
